CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
SSJ_293,ADSL,2 MB,SSJ,OFICINAS ADMINISTRATIVAS,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,CALLE FRANCISCO GONZALEZ LEON Y M IGUEL LEANDRO GUERRA CENTRO.LAGOS DE MORENO,47400,-101.9333333,21.3558333,SUSPENDIDO
SSJ_294,ADSL,2 MB,SSJ,ALMACEN,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,CALLE FRANCISCCO I MADERO # 802 COL. CENTRO,47400,-101.9333333,21.3558333,SUSPENDIDO
SSJ_295,ADSL,2 MB,SSJ,LABORATORIO DE SALUD PUBLICA JUR.2 LAGOS DE MORENO,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,CALLE DE DIVISION DEL ORTE # 107,47420,-101.9333333,21.3558333,SUSPENDIDO
SSJ_296,ADSL,2 MB,SSJ,EL LIMON,N/D,N/D,SIERRA DE AMULA,EL LIMON,EL LIMON,GUADALUPE VICTORIA O. 2,48700,-104.1561111,19.8238889,SUSPENDIDO
SSJ_297,ADSL,2 MB,SSJ,LA CIENEGA,N/D,N/D,SIERRA DE AMULA,EL LIMON,LA CIENEGA,INSURGENTES O. 21,48720,-104.1383333,19.8391667,SUSPENDIDO
SSJ_299,ADSL,2 MB,SSJ,HOSPITAL REGIONAL DE MAGDALENA,N/D,N/D,VALLES,MAGDALENA,MAGDALENA,AV MANUEL AVILA CAMACHO 423,46470,-103.9797222,20.9063889,SUSPENDIDO
SSJ_300,ADSL,2 MB,SSJ,MAGDALENA,N/D,N/D,VALLES,MAGDALENA,MAGDALENA,HIDALGO PONIENTE 400,46470,-103.9797222,20.9063889,SUSPENDIDO
SSJ_305,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO MASCOTA,N/D,N/D,SIERRA OCCIDENTAL,MASCOTA,MASCOTA,ROSA DAVALOS # 70,46900,-104.7863889,20.5252778,SUSPENDIDO
SSJ_310,ADSL,2 MB,SSJ,C. S. MEXTICACAN,N/D,N/D,ALTOS SUR,MEXTICACAN,MEXTICACAN,HIDALGO 251-A,47340,-102.7769444,21.2652778,SUSPENDIDO
SSJ_329,ADSL,2 MB,SSJ,MODULO OCOTLAN,N/D,N/D,CIENEGA,OCOTLAN,OCOTLAN,LOPEZ MATEOS 162,47860,-102.7716667,20.3508333,SUSPENDIDO
SSJ_332,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO OJUELOS,N/D,N/D,ALTOS ORTE,OJUELOS DE JALISCO,OJUELOS DE JALISCO,ALLENDE 8,47540,-101.5930556,21.8661111,SUSPENDIDO
SSJ_347,ADSL,2 MB,SSJ,CUITZEO,N/D,N/D,CIENEGA,PONCITLAN,CUITZEO (LA ESTANCIA),PINO SUAREZ 41,45965,-102.7847222,20.3441667,SUSPENDIDO
SSJ_350,ADSL,2 MB,SSJ,SAN JUAN TECOMATLAN,N/D,N/D,CIENEGA,PONCITLAN,SAN JUAN TECOMATLAN,GUERRERO 222,45975,-103.0991667,20.3288889,SUSPENDIDO
SSJ_360,ADSL,2 MB,SSJ,CENTRO DE SALUD LAS PALMAS,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,LAS PALMAS DE ARRIBA,PEDRO MORENO # 207,48260,-105.0994444,20.8236111,SUSPENDIDO
SSJ_365,ADSL,2 MB,SSJ,CENTRO AMBULATORIO PARA LA PREVENCION DEL SIDA E INFECCIONES DE TRANSMISIÓN SEXUAL (CAPASITS),N/D,N/D,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,CALLE ALDAMA # 1013 COLONIA VILLAS DEL REAL,48290,-105.214599,20.65601,SUSPENDIDO
SSJ_366,ADSL,2 MB,SSJ,PURIFICACION,N/D,N/D,COSTA SUR,VILLA PURIFICACIÓN,VILLA PURIFICACION,JUAREZ O. 380,48800,-104.6019444,19.7188889,SUSPENDIDO
SSJ_371,ADSL,2 MB,SSJ,CENTRO DE SALUD QUITUPAN,N/D,N/D,SURESTE,QUITUPAN,QUITUPAN,ORNELAS #21,49570,-102.8758333,19.9266667,SUSPENDIDO
SSJ_383,ADSL,2 MB,SSJ,SAN DIEGO DE ALEJANDRIA,N/D,N/D,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,SAN DIEGO DE ALEJANDRIA,MARCOS RIVERA S/N,47950,-101.99,20.9916667,SUSPENDIDO
SSJ_384,ADSL,2 MB,SSJ,SAN JUAN DE LOS LAGOS,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,INDEPENDENCIA 74 BIS,47000,-102.3308333,21.2458333,SUSPENDIDO
SSJ_387,ADSL,2 MB,SSJ,UNIDAD PERIFERICA MI UEVO SAN JUAN,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,"PEDRO DE ALBA O, 101, COL. MI UEVO SAN JUAN",47040,-102.3308333,21.2458333,SUSPENDIDO
SSJ_388,ADSL,2 MB,SSJ,UNIDAD PERIFERICA SANTA CECILIA,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,"AV. SANTA CECILIA O. 101, COL. SANTA CECILIA",47020,-102.3308333,21.2458333,SUSPENDIDO
SSJ_389,ADSL,2 MB,SSJ,UNIDAD PERIFERICA RIVIERA,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,AV. LAZARO CARDENAS O. 259,47069,-102.3308333,21.2458333,SUSPENDIDO
SSJ_390,ADSL,2 MB,SSJ,UNIDAD PERIFERICA LOMA LINDA,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,"PROLONGACION CALLE 7 O. 208, FRACC. SANTA TERESA",47020,-102.3308333,21.2458333,SUSPENDIDO
SSJ_391,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO DE SAN JUAN DE LOS LAGOS,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,ANDRES TERAN 118,47010,-102.3308333,21.2458333,SUSPENDIDO
SSJ_392,ADSL,2 MB,SSJ,C.S. SAN JULIAN,N/D,N/D,ALTOS SUR,SAN JULIAN,SAN JULIAN,HIDALGO 131 ORIENTE,47170,-102.1794444,21.0102778,SUSPENDIDO
SSJ_396,ADSL,2 MB,SSJ,SAN MARTIN HIDALGO,N/D,N/D,VALLES,SAN MARTIN HIDALGO,SAN MARTIN HIDALGO,VICENTE GUERRERO 24,46770,-103.9305556,20.4347222,SUSPENDIDO
SSJ_400,ADSL,2 MB,SSJ,TEPEHUAJE DE MORELOS,N/D,N/D,VALLES,SAN MARTIN HIDALGO,EL TEPEHUAJE DE MORELOS,OBREGON 70,46785,-103.9122222,20.4336111,SUSPENDIDO
SSJ_404,ADSL,2 MB,SSJ,UNIDAD ESPECIALIZADA PARA LA ATENCION OBSTETRICA Y EONATAL SAN MIGUEL EL ALTO,N/D,N/D,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,AQUILES SERDAN O.151,47140,-102.4022222,21.0297222,SUSPENDIDO
SSJ_408,ADSL,2 MB,SSJ,CENTRO DE SALUD SAN SEBASTIAN DEL OESTE,N/D,N/D,SIERRA OCCIDENTAL,SAN SEBASTIAN DEL OESTE,SAN SEBASTIAN DEL OESTE,HIDALGO S/N,46990,-104.85,20.7616667,SUSPENDIDO
SSJ_416,ADSL,2 MB,SSJ,"C.S TALA, COL. GUADALUPE",N/D,N/D,VALLES,TALA,TALA,HIDALGO S/N,45300,-103.7011111,20.6483333,SUSPENDIDO
SSJ_417,ADSL,2 MB,SSJ,TALA,N/D,N/D,VALLES,TALA,TALA,BRIZUELA S/N,45300,-103.7011111,20.6483333,SUSPENDIDO
SSJ_422,ADSL,2 MB,SSJ,EL REFUGIO,N/D,N/D,VALLES,TALA,EL REFUGIO,AVENIDA GIGANTES S/N,45310,-103.7375,20.6708333,SUSPENDIDO
SSJ_425,ADSL,2 MB,SSJ,UNIDAD ESPECIALIZADA EN ATENCION OBSTETRICA Y CUIDADOS EONATALES TALA,N/D,N/D,VALLES,TALA,TALA,RAFAEL OCHOA MONTA—O # 119,45300,-103.710543,20.654359,SUSPENDIDO
SSJ_426,ADSL,2 MB,SSJ,CENTRO DE SALUD TALPA DE ALLENDE,N/D,N/D,SIERRA OCCIDENTAL,TALPA DE ALLENDE,TALPA DE ALLENDE,AZALIAS O.21,48200,-104.8222222,20.3805556,SUSPENDIDO
SSJ_432,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO TAMAZULA,N/D,N/D,SURESTE,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,QUINTANAR #50,49650,-103.2536111,19.6755556,SUSPENDIDO
SSJ_438,ADSL,2 MB,SSJ,OFICINAS ADMINISTRATIVAS,N/D,N/D,SURESTE,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,AVENIDA JOSE MARIA MARTINEZ # 1490,49650,-103.241369,19.689354,SUSPENDIDO
SSJ_439,ADSL,2 MB,SSJ,ALMACEN REGIONAL,N/D,N/D,SURESTE,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,AVENIDA JOSE MARIA MARTINEZ # 1490,49650,-103.241369,19.689354,SUSPENDIDO
SSJ_440,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE TAPALPA,N/D,N/D,SUR,TAPALPA,TAPALPA,JUAN GIL PRECIADO # 15,49340,-103.7580556,19.945,SUSPENDIDO
SSJ_445,ADSL,2 MB,SSJ,TECOLOTLAN,N/D,N/D,SIERRA DE AMULA,TECOLOTLAN,TECOLOTLAN,CALLE GUADALAJARA S/N  TECOLOTLAN,48540,-104.0488889,20.2027778,SUSPENDIDO
SSJ_449,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE TECHALUTA,N/D,N/D,SUR,TECHALUTA DE MONTENEGRO,TECHALUTA DE MONTENEGRO,OCAMPO # 29,49230,-103.5505556,20.0738889,SUSPENDIDO
SSJ_450,ADSL,2 MB,SSJ,TENAMAXTLAN,N/D,N/D,SIERRA DE AMULA,TENAMAXTLAN,TENAMAXTLAN,CALLLE DE LOS MAESTROS # 29 TENAMAXTLAN,48570,-104.1641667,20.2175,SUSPENDIDO
SSJ_455,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO TEOCALTICHE,N/D,N/D,ALTOS ORTE,TEOCALTICHE,TEOCALTICHE,NI—OS HEROES 19,47200,-102.5738889,21.4336111,SUSPENDIDO
SSJ_457,ADSL,2 MB,SSJ,MECHOACANEJO,N/D,N/D,ALTOS ORTE,TEOCALTICHE,MECHOACANEJO,INSURGENTES 29,47210,-102.5966667,21.54,SUSPENDIDO
SSJ_460,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE TEOCUITATLAN,N/D,N/D,SUR,TEOCUITATLAN DE CORONA,TEOCUITATLAN DE CORONA,NI—OS HEROES # 8,49250,-103.3763889,20.0941667,SUSPENDIDO
SSJ_461,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE CITALA,N/D,N/D,SUR,TEOCUITATLAN DE CORONA,CITALA,DONATO GUERRA # 109,49280,-103.2619444,20.1041667,SUSPENDIDO
SSJ_462,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE SAN JOSE DE G.,N/D,N/D,SUR,TEOCUITATLAN DE CORONA,SAN JOSE DE GRACIA,INDEPENDENCIA # 25,49260,-103.4419444,20.0961111,SUSPENDIDO
SSJ_468,ADSL,2 MB,SSJ,C.S. PEGUEROS,N/D,N/D,ALTOS SUR,TEPATITLAN DE MORELOS,PEGUEROS,HIDALGO 156,47728,-102.6683333,20.9516667,SUSPENDIDO
SSJ_478,ADSL,2 MB,SSJ,TEUCHITLAN,N/D,N/D,VALLES,TEUCHITLAN,TEUCHITLAN,LOPEZ COTILLA 16,46760,-103.8477778,20.6833333,SUSPENDIDO
SSJ_479,ADSL,2 MB,SSJ,LABOR DE RIVERA,N/D,N/D,VALLES,TEUCHITLAN,HACIENDA LABOR DE RIVERA,FRANCISCO I MADERO 33,46760,-103.8788889,20.6772222,SUSPENDIDO
SSJ_480,ADSL,2 MB,SSJ,VEGA LA,N/D,N/D,VALLES,TEUCHITLAN,LA VEGA,20 DE OVIEMBRE 34,46765,-103.8566667,20.5838889,SUSPENDIDO
SSJ_481,ADSL,2 MB,SSJ,LA ESTANZUELA,N/D,N/D,VALLES,TEUCHITLAN,LA ESTANZUELA,LAZARO CARDENAS # 16,46760,103°50'51.45, 20°40'53.35 ,SUSPENDIDO
SSJ_482,ADSL,2 MB,SSJ,TIZAPAN EL ALTO,N/D,N/D,CIENEGA,TIZAPAN EL ALTO,TIZAPAN EL ALTO,EMILIANO ZAPATA S/N,49400,-103.0433333,20.1583333,SUSPENDIDO
SSJ_513,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE TOLIMAN,N/D,N/D,SUR,TOLIMAN,TOLIMAN,FRANCISCO I MADERO # 200,49750,-103.9141667,19.6016667,SUSPENDIDO
SSJ_516,ADSL,2 MB,SSJ,HOSPITAL COMUNITARIO TOMATLAN,N/D,N/D,COSTA ORTE,TOMATLAN,TOMATLAN,INDEPENDENCIA # 203,48450,-105.2486111,19.9408333,SUSPENDIDO
SSJ_519,ADSL,2 MB,SSJ,CENTRO DE SALUD GARGANTILLO,N/D,N/D,COSTA ORTE,TOMATLAN,GARGANTILLO (LA HACIENDA),NI—OS HEROES #40,48450,-105.3461111,20.0183333,SUSPENDIDO
SSJ_521,ADSL,2 MB,SSJ,CENTRO DE SALUD JOSE MA. MORELOS,N/D,N/D,COSTA ORTE,TOMATLAN,JOSE MA. MORELOS,CARR. A BARRA DE AVIDAD,48492,-105.1858333,19.6758333,SUSPENDIDO
SSJ_526,ADSL,2 MB,SSJ,CENTRO DE SALUD JOSE MA. PINO SUAREZ,N/D,N/D,COSTA ORTE,TOMATLAN,JOSE MARIA PINO SUAREZ (NUEVO AHUAPA),CARRETERA BARRA DE AVIDAD,48455,-105.3263889,19.9472222,SUSPENDIDO
SSJ_540,ADSL,2 MB,SSJ,TONAYA,N/D,N/D,SIERRA DE AMULA,TONAYA,TONAYA,GUILLERMO PRIETO O. 60,48761,-103.9711111,19.7858333,SUSPENDIDO
SSJ_541,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE TONILA,N/D,N/D,SUR,TONILA,TONILA,MACLOVIO HERRERA ESQ. CON HIDALGO S/N,49084,-103.5488889,19.4080556,SUSPENDIDO
SSJ_542,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE SAN MARCOS,N/D,N/D,SUR,TONILA,SAN MARCOS,LAZARO CARDENAS S/N,49850,-103.5041667,19.445,SUSPENDIDO
SSJ_545,ADSL,2 MB,SSJ,TOTOTLAN,N/D,N/D,CIENEGA,TOTOTLAN,TOTOTLAN,HIDALGO 180,47730,-102.7930556,20.5425,SUSPENDIDO
SSJ_550,ADSL,2 MB,SSJ,SAN LUIS SOYATLAN,N/D,N/D,CIENEGA,TUXCUECA,SAN LUIS SOYATLAN,RAMON CORONA O 219,49440,-103.305,20.1966667,SUSPENDIDO
SSJ_552,ADSL,2 MB,SSJ,UNION DE SAN ANTONIO,N/D,N/D,ALTOS ORTE,UNIÓN DE SAN ANTONIO,UNION DE SAN ANTONIO,CARR. UNION-LAGOS DE MORENO 1,48800,-102.005,21.1283333,SUSPENDIDO
SSJ_555,ADSL,2 MB,SSJ,UNION DE TULA,N/D,N/D,SIERRA DE AMULA,UNIÓN DE TULA,UNIÓN DE TULA,AV. MEXICO ORTE # 280 UNION DE TULA,48000,-104.2677778,19.9544444,SUSPENDIDO
SSJ_558,ADSL,2 MB,SSJ,C.S. VALLE DE GUADALUPE,N/D,N/D,ALTOS SUR,VALLE DE GUADALUPE,VALLE DE GUADALUPE,HIDALGO 198,47380,-102.6163889,21.0102778,SUSPENDIDO
SSJ_561,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE SAN GABRIEL,N/D,N/D,SUR,SAN GABRIEL,SAN GABRIEL,GABINO VELAZCO # 51,49700,-103.7686111,19.7466667,SUSPENDIDO
SSJ_568,ADSL,2 MB,SSJ,VILLA CORONA,N/D,N/D,CENTRO,VILLA CORONA,VILLA CORONA,ALLENDE O 80,45745,-103.6652778,20.4158333,SUSPENDIDO
SSJ_575,ADSL,2 MB,SSJ,VILLA HIDALGO,N/D,N/D,ALTOS ORTE,VILLA HIDALGO,VILLA HIDALGO,MORELOS 105,47250,-102.5888889,21.6736111,SUSPENDIDO
SSJ_579,ADSL,2 MB,SSJ,HOSPITAL REGIONAL DE YAHUALICA,N/D,N/D,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,PEDRO MORENO 75,47300,-102.8905556,21.1816667,SUSPENDIDO
SSJ_580,ADSL,2 MB,SSJ,C.S. YAHUALICA,N/D,N/D,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,PEDRO MORENO 75,47300,-102.8905556,21.1816667,SUSPENDIDO
SSJ_583,ADSL,2 MB,SSJ,CENTRO DE SALUD URBANO DE ZACOALCO,N/D,N/D,SUR,ZACOALCO DE TORRES,ZACOALCO DE TORRES,16 DE SEPTIEMBRE # 250,45750,-103.5694444,20.2277778,SUSPENDIDO
SSJ_586,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE GRAL. ANDRES,N/D,N/D,SUR,ZACOALCO DE TORRES,GENERAL ANDRES FIGUEROA (CATARINA DOS),NACIONAL #35,45765,-103.6069444,20.3,SUSPENDIDO
SSJ_594,ADSL,2 MB,SSJ,BALCONES DE LA CANTERA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,PRIVADA DIAMANTE #25,45180,-103.3919444,20.7202778,SUSPENDIDO
SSJ_595,ADSL,2 MB,SSJ,LOMAS DE TABACHINES,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,CHABACANOS # 12,45180,-103.3919444,20.7202778,SUSPENDIDO
SSJ_596,ADSL,2 MB,SSJ,NUEVO VERGEL,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,HERREROS # 315,45180,-103.3919444,20.7202778,SUSPENDIDO
SSJ_597,ADSL,2 MB,SSJ,COLONIA INDIGENA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,JOSEFA ORTIZ DE DOMINGUEZ # 2,45190,-103.3919444,20.7202778,SUSPENDIDO
SSJ_598,ADSL,2 MB,SSJ,EL BRISE—O,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,MEXICAS # 4,45236,-103.3919444,20.7202778,SUSPENDIDO
SSJ_604,ADSL,2 MB,SSJ,CENTRO DE SALUD LOS CAJETES,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,"EJE DE LAS TORRES SN ENTRE SANSON Y SAN CARLOS, COL. LOS CAJETES",45090,-103.3919444,20.7202778,SUSPENDIDO
SSJ_606,ADSL,2 MB,SSJ,BENITO JUAREZ,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,PRIVADA PILAR PRESA S/N,45199,-103.3919444,20.7202778,SUSPENDIDO
SSJ_608,ADSL,2 MB,SSJ,LA MARTINICA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,PINO S/N / OGAL Y MORELOS,45180,-103.3919444,20.7202778,SUSPENDIDO
SSJ_609,ADSL,2 MB,SSJ,ARROYO HONDO,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,CARRETERA A SALTILLO # 3884,45180,-103.3919444,20.7202778,SUSPENDIDO
SSJ_621,ADSL,2 MB,SSJ,C.S. LA PRIMAVERA,N/D,N/D,CENTRO,ZAPOPAN,LA PRIMAVERA,IGNACIO ALLENDE 76 COL. LA PRIMAVERA,45221,-103.5644444,20.7258333,SUSPENDIDO
SSJ_623,ADSL,2 MB,SSJ,NEXTIPAC,N/D,N/D,CENTRO,ZAPOPAN,NEXTIPAC,DEPORTIVO AZTECA S/N,45220,-103.5255556,20.7666667,SUSPENDIDO
SSJ_627,ADSL,2 MB,SSJ,LA VENTA DEL ASTILLERO,N/D,N/D,CENTRO,ZAPOPAN,LA VENTA DEL ASTILLERO,LAZARO CARDENAS # 111,45220,-103.5430556,20.7291667,SUSPENDIDO
SSJ_637,ADSL,2 MB,SSJ,CENTRO DE SALUD LA MAGDALENA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,SANTA ROSA S/N ENTRE LAS CALLES DE SAN VICENTE Y SAN GERONIMO,45200,103°26'16.04, 20°37'43.12 ,SUSPENDIDO
SSJ_643,ADSL,2 MB,SSJ,CENTRO DE SALUD RURAL DE ZAPOTITLAN,N/D,N/D,SUR,ZAPOTITLAN DE VADILLO,ZAPOTITLAN DE VADILLO,FRAY PEDRO DE GANTE # 5,49770,-103.8130556,19.5472222,SUSPENDIDO
SSJ_647,ADSL,2 MB,SSJ,OTATLAN,N/D,N/D,CIENEGA,ZAPOTLAN DEL REY,OTATLAN,EMILIANO ZAPATA 2,45980,-102.8058333,20.4411111,SUSPENDIDO
UDG_10,ADSL,2 MB,UDG,N/D,N/D,N/D,COSTA SUR,CIHUATLAN,N/D,CLEMENTE OROZCO #36,N/D,-104.700833,19.225,SUSPENDIDO
UDG_142,ADSL,2 MB,UDG,N/D,N/D,N/D,COSTA SUR,LA HUERTA,N/D,(INTERIOR ESCUELA PRIMARIA),N/D,-104.642583,19.485111,SUSPENDIDO
UDG_144,ADSL,2 MB,UDG,N/D,N/D,N/D,COSTA SUR,LA HUERTA,N/D,MARCELINO GARCIA BARRAGAN S/N,N/D,-104.639167,19.481111,SUSPENDIDO
UDG_147,ADSL,2 MB,UDG,N/D,N/D,N/D,SIERRA OCCIDENTAL,AYUTLA,N/D,GUERRERO O. 195,N/D,-104.344444,20.128889,SUSPENDIDO
UDG_15,ADSL,2 MB,UDG,N/D,N/D,N/D,ALTOS ORTE,LAGOS DE MORENO,N/D,AV. ENRIQUE DIAZ DE LEON S/N,N/D,-101.951611,21.357111,SUSPENDIDO
UDG_152,ADSL,2 MB,UDG,N/D,N/D,N/D,COSTA ORTE,TOMATLAN,N/D,INDEPENDENCIA # 203,N/D,-105.248611,19.940833,SUSPENDIDO
UDG_16,ADSL,2 MB,UDG,ESC. PREPA. REG. DE LAGOS DE MORENO,N/D,ESC. PREPA. REG. DE LAGOS DE MORENO,ALTOS ORTE,LAGOS DE MORENO,N/D,CARLOS RAM-REZ LADE ING #1  LAGOS DE M. JAL.,N/D,-101.933333,21.355833,SUSPENDIDO
UDG_166,ADSL,2 MB,UDG,ESC. PREPA. MODULO MASCOTA,N/D,ESC. PREPA. MODULO MASCOTA,SIERRA OCCIDENTAL,MASCOTA,N/D,SALVADOR CH_VEZ MAGA_A #68,N/D,-104.786389,20.525278,SUSPENDIDO
UDG_187,ADSL,2 MB,UDG,ESC. PREPA. REG. DE TEQUILA,N/D,ESC. PREPA. REG. DE TEQUILA,VALLES,TEQUILA,N/D,SAN MART-N # 175 TEQUILA JAL.,N/D,-103.836667,20.882778,SUSPENDIDO
UDG_19,ADSL,2 MB,UDG,ESC. PREPA. REG. DE SN. JUAN DE LOS L.,N/D,ESC. PREPA. REG. DE SN. JUAN DE LOS L.,ALTOS ORTE,SAN JUAN DE LOS LAGOS,N/D,FRAY ANTONIO DE SEGOVIA Y 5 DE MAYO   SN. JUAN DE,N/D,-102.326417,21.244333,SUSPENDIDO
UDG_196,ADSL,2 MB,UDG,ESC. PREPA. REG.DE AUTLAN,N/D,ESC. PREPA. REG.DE AUTLAN,COSTA SUR,AUTLAN DE AVARRO,N/D,AV. INDEPENDENCIA ACIONAL Y  CLEMENTE.  AMAYA  #3,N/D,-104.369444,19.770833,SUSPENDIDO
UDG_205,ADSL,2 MB,UDG,ESC. PREPA. MODULO JAMAY,N/D,ESC. PREPA. MODULO JAMAY,CIENEGA,JAMAY,N/D,5 DE MAYO 204,N/D,-102.709444,20.29,SUSPENDIDO
UDG_207,ADSL,2 MB,UDG,ESC. PREPA. MODULO TIZAPAN,N/D,ESC. PREPA. MODULO TIZAPAN,CIENEGA,TIZAPAN EL ALTO,N/D,EMILIANO ZAPATA S/N,N/D,-103.043333,20.158333,SUSPENDIDO
UDG_216,ADSL,2 MB,UDG,ESC. PREPA. MODULO VILLA HIDALGO,N/D,ESC. PREPA. MODULO VILLA HIDALGO,ALTOS ORTE,VILLA HIDALGO,N/D,ALFONSO GONZ-LEZ #1 COL. OL-MPICA,N/D,-102.588889,21.673611,SUSPENDIDO
UDG_221,ADSL,2 MB,UDG,N/D,N/D,N/D,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,N/D,CALLE 5 DE MAYO O.202. ENTRE MATAMOROS Y INDEPEND,N/D,-101.992917,20.993139,SUSPENDIDO
UDG_222,ADSL,2 MB,UDG,N/D,N/D,N/D,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,N/D,CALLE ALLENDE O.109. ENTRE MARCOS RIVERA. CENTRO,N/D,-101.992167,20.992556,SUSPENDIDO
UDG_223,ADSL,2 MB,UDG,ESC. PREPA. MODULO SAN DIEGO DE A.,N/D,ESC. PREPA. MODULO SAN DIEGO DE A.,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,N/D,MARCOS RIVERA S/N,N/D,-101.99,20.991667,SUSPENDIDO
UDG_230,ADSL,2 MB,UDG,ESC. PREPA. MODULO SAN JULIAN,N/D,ESC. PREPA. MODULO SAN JULIAN,ALTOS SUR,SAN JULIAN,N/D,HUNTINTONG PARK S/N,N/D,-102.179444,21.010278,SUSPENDIDO
UDG_235,ADSL,2 MB,UDG,ESC. PREPA. MODULO VALLE DE GPE.,N/D,ESC. PREPA. MODULO VALLE DE GPE.,ALTOS SUR,VALLE DE GUADALUPE,N/D,JUSTO SIERRA #275 COL. SAN JUAN BOSCO,N/D,-102.616389,21.010278,SUSPENDIDO
UDG_239,ADSL,2 MB,UDG,ESC. PREPA. REG. DE LA BARCA,N/D,ESC. PREPA. REG. DE LA BARCA,CIENEGA,LA BARCA,N/D,RAYMUNDO V-ZQUEZ HERRERA #536  LA BARCA JAL.,N/D,-102.549722,20.277222,SUSPENDIDO
UDG_245,ADSL,2 MB,UDG,ESC. PREPA. DE AYOTLAN,N/D,ESC. PREPA. DE AYOTLAN,CIENEGA,AYOTLAN,N/D,AV REVOLUCION 15,N/D,-102.326944,20.528611,SUSPENDIDO
UDG_249,ADSL,2 MB,UDG,ESC. PREPA. REG. DE DEGOLLADO,N/D,ESC. PREPA. REG. DE DEGOLLADO,CIENEGA,DEGOLLADO,N/D,ROBERTO QUEZADA O_ATE S/N DEGOLLADO JAL.,N/D,-102.139167,20.446944,SUSPENDIDO
UDG_257,ADSL,2 MB,UDG,ESC. PREPA. REG. DE ATOTONILCO,N/D,ESC. PREPA. REG. DE ATOTONILCO,CIENEGA,ATOTONILCO EL ALTO,N/D,KM. 84 CARRETERA GUADALAJARA - M_XICO,N/D,-102.521444,20.543139,SUSPENDIDO
UDG_283,ADSL,2 MB,UDG,ESC. PREPA. MODULO YAHUALICA,N/D,ESC. PREPA. MODULO YAHUALICA,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,N/D,CONDOR #400 FRACC. POTRERO BLANCO,N/D,-102.890556,21.181667,SUSPENDIDO
